"","id","BLOCK","QES","PAIR","BEST","WORST","RES.B","RES.W","RES","less","medium","high","less1","medium1","high1","less2","medium2","high2","less3","medium3","high3","STR"
"10926",31,1,5,6,2,1,8,2,0,-1,1,0,1,-1,0,0,0,0,0,-1,1,31050
"10927",31,1,5,7,2,3,8,2,0,0,0,0,1,-1,0,0,-1,1,-1,0,1,31050
"10928",31,1,5,8,2,4,8,2,0,0,1,-1,0,0,0,0,-1,1,0,-1,1,31050
"10929",31,1,5,9,2,5,8,2,0,0,1,-1,1,-1,0,-1,0,1,0,0,0,31050
"10930",31,1,5,10,2,6,8,2,0,0,1,-1,1,0,-1,0,0,0,-1,0,1,31050
"10931",31,1,5,11,3,1,8,2,0,-1,1,0,0,0,0,0,1,-1,1,-1,0,31050
"10932",31,1,5,12,3,2,8,2,0,0,0,0,-1,1,0,0,1,-1,1,0,-1,31050
"10933",31,1,5,13,3,4,8,2,0,0,1,-1,-1,1,0,0,0,0,1,-1,0,31050
"10934",31,1,5,14,3,5,8,2,0,0,1,-1,0,0,0,-1,1,0,1,0,-1,31050
"10935",31,1,5,15,3,6,8,2,0,0,1,-1,0,1,-1,0,1,-1,0,0,0,31050
"10936",31,1,5,16,4,1,8,2,0,-1,0,1,1,-1,0,0,1,-1,0,0,0,31050
"10937",31,1,5,17,4,2,8,2,0,0,-1,1,0,0,0,0,1,-1,0,1,-1,31050
"10938",31,1,5,18,4,3,8,2,0,0,-1,1,1,-1,0,0,0,0,-1,1,0,31050
"10939",31,1,5,19,4,5,8,2,0,0,0,0,1,-1,0,-1,1,0,0,1,-1,31050
"10940",31,1,5,20,4,6,8,2,0,0,0,0,1,0,-1,0,1,-1,-1,1,0,31050
"10941",31,1,5,21,5,1,8,2,0,-1,0,1,0,0,0,1,0,-1,0,-1,1,31050
"10942",31,1,5,22,5,2,8,2,0,0,-1,1,-1,1,0,1,0,-1,0,0,0,31050
"10943",31,1,5,23,5,3,8,2,0,0,-1,1,0,0,0,1,-1,0,-1,0,1,31050
"10944",31,1,5,24,5,4,8,2,0,0,0,0,-1,1,0,1,-1,0,0,-1,1,31050
"10945",31,1,5,25,5,6,8,2,0,0,0,0,0,1,-1,1,0,-1,-1,0,1,31050
"10946",31,1,5,26,6,1,8,2,0,-1,0,1,0,-1,1,0,0,0,1,-1,0,31050
"10947",31,1,5,27,6,2,8,2,0,0,-1,1,-1,0,1,0,0,0,1,0,-1,31050
"10948",31,1,5,28,6,3,8,2,0,0,-1,1,0,-1,1,0,-1,1,0,0,0,31050
"10949",31,1,5,29,6,4,8,2,0,0,0,0,-1,0,1,0,-1,1,1,-1,0,31050
"10950",31,1,5,30,6,5,8,2,0,0,0,0,0,-1,1,-1,0,1,1,0,-1,31050
"10951",31,1,6,1,1,2,7,1,0,0,0,0,1,-1,0,1,0,-1,1,-1,0,31060
"10952",31,1,6,2,1,3,7,1,0,0,0,0,1,0,-1,1,-1,0,1,0,-1,31060
"10953",31,1,6,3,1,4,7,1,0,1,-1,0,1,0,-1,0,0,0,1,-1,0,31060
"10954",31,1,6,4,1,5,7,1,0,1,0,-1,0,0,0,1,-1,0,1,-1,0,31060
"10955",31,1,6,5,1,6,7,1,0,1,0,-1,1,0,-1,1,0,-1,0,0,0,31060
"10956",31,1,6,6,2,1,7,1,0,0,0,0,-1,1,0,-1,0,1,-1,1,0,31060
"10957",31,1,6,7,2,3,7,1,0,0,0,0,0,1,-1,0,-1,1,0,1,-1,31060
"10958",31,1,6,8,2,4,7,1,0,1,-1,0,0,1,-1,-1,0,1,0,0,0,31060
"10959",31,1,6,9,2,5,7,1,0,1,0,-1,-1,1,0,0,-1,1,0,0,0,31060
"10960",31,1,6,10,2,6,7,1,0,1,0,-1,0,1,-1,0,0,0,-1,1,0,31060
"10961",31,1,6,11,3,1,7,1,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,31060
"10962",31,1,6,12,3,2,7,1,0,0,0,0,0,-1,1,0,1,-1,0,-1,1,31060
"10963",31,1,6,13,3,4,7,1,0,1,-1,0,0,0,0,-1,1,0,0,-1,1,31060
"10964",31,1,6,14,3,5,7,1,0,1,0,-1,-1,0,1,0,0,0,0,-1,1,31060
"10965",31,1,6,15,3,6,7,1,0,1,0,-1,0,0,0,0,1,-1,-1,0,1,31060
"10966",31,1,6,16,4,1,7,1,0,-1,1,0,-1,0,1,0,0,0,-1,1,0,31060
"10967",31,1,6,17,4,2,7,1,0,-1,1,0,0,-1,1,1,0,-1,0,0,0,31060
"10968",31,1,6,18,4,3,7,1,0,-1,1,0,0,0,0,1,-1,0,0,1,-1,31060
"10969",31,1,6,19,4,5,7,1,0,0,1,-1,-1,0,1,1,-1,0,0,0,0,31060
"10970",31,1,6,20,4,6,7,1,0,0,1,-1,0,0,0,1,0,-1,-1,1,0,31060
"10971",31,1,6,21,5,1,7,1,0,-1,0,1,0,0,0,-1,1,0,-1,1,0,31060
"10972",31,1,6,22,5,2,7,1,0,-1,0,1,1,-1,0,0,1,-1,0,0,0,31060
"10973",31,1,6,23,5,3,7,1,0,-1,0,1,1,0,-1,0,0,0,0,1,-1,31060
"10974",31,1,6,24,5,4,7,1,0,0,-1,1,1,0,-1,-1,1,0,0,0,0,31060
"10975",31,1,6,25,5,6,7,1,0,0,0,0,1,0,-1,0,1,-1,-1,1,0,31060
"10976",31,1,6,26,6,1,7,1,0,-1,0,1,-1,0,1,-1,0,1,0,0,0,31060
"10977",31,1,6,27,6,2,7,1,0,-1,0,1,0,-1,1,0,0,0,1,-1,0,31060
"10978",31,1,6,28,6,3,7,1,0,-1,0,1,0,0,0,0,-1,1,1,0,-1,31060
"10979",31,1,6,29,6,4,7,1,0,0,-1,1,0,0,0,-1,0,1,1,-1,0,31060
"10980",31,1,6,30,6,5,7,1,0,0,0,0,-1,0,1,0,-1,1,1,-1,0,31060
"10981",31,1,7,1,1,2,8,1,0,1,-1,0,0,0,0,1,0,-1,1,0,-1,31070
"10982",31,1,7,2,1,3,8,1,0,1,-1,0,1,0,-1,0,0,0,1,-1,0,31070
"10983",31,1,7,3,1,4,8,1,0,1,0,-1,0,0,0,1,-1,0,1,-1,0,31070
"10984",31,1,7,4,1,5,8,1,0,1,0,-1,1,-1,0,0,0,0,1,0,-1,31070
"10985",31,1,7,5,1,6,8,1,0,1,0,-1,1,0,-1,1,0,-1,0,0,0,31070
"10986",31,1,7,6,2,1,8,1,0,-1,1,0,0,0,0,-1,0,1,-1,0,1,31070
"10987",31,1,7,7,2,3,8,1,0,0,0,0,1,0,-1,-1,0,1,0,-1,1,31070
"10988",31,1,7,8,2,4,8,1,0,0,1,-1,0,0,0,0,-1,1,0,-1,1,31070
"10989",31,1,7,9,2,5,8,1,0,0,1,-1,1,-1,0,-1,0,1,0,0,0,31070
"10990",31,1,7,10,2,6,8,1,0,0,1,-1,1,0,-1,0,0,0,-1,0,1,31070
"10991",31,1,7,11,3,1,8,1,0,-1,1,0,-1,0,1,0,0,0,-1,1,0,31070
"10992",31,1,7,12,3,2,8,1,0,0,0,0,-1,0,1,1,0,-1,0,1,-1,31070
"10993",31,1,7,13,3,4,8,1,0,0,1,-1,-1,0,1,1,-1,0,0,0,0,31070
"10994",31,1,7,14,3,5,8,1,0,0,1,-1,0,-1,1,0,0,0,0,1,-1,31070
"10995",31,1,7,15,3,6,8,1,0,0,1,-1,0,0,0,1,0,-1,-1,1,0,31070
"10996",31,1,7,16,4,1,8,1,0,-1,0,1,0,0,0,-1,1,0,-1,1,0,31070
"10997",31,1,7,17,4,2,8,1,0,0,-1,1,0,0,0,0,1,-1,0,1,-1,31070
"10998",31,1,7,18,4,3,8,1,0,0,-1,1,1,0,-1,-1,1,0,0,0,0,31070
"10999",31,1,7,19,4,5,8,1,0,0,0,0,1,-1,0,-1,1,0,0,1,-1,31070
"11000",31,1,7,20,4,6,8,1,0,0,0,0,1,0,-1,0,1,-1,-1,1,0,31070
"11001",31,1,7,21,5,1,8,1,0,-1,0,1,-1,1,0,0,0,0,-1,0,1,31070
"11002",31,1,7,22,5,2,8,1,0,0,-1,1,-1,1,0,1,0,-1,0,0,0,31070
"11003",31,1,7,23,5,3,8,1,0,0,-1,1,0,1,-1,0,0,0,0,-1,1,31070
"11004",31,1,7,24,5,4,8,1,0,0,0,0,-1,1,0,1,-1,0,0,-1,1,31070
"11005",31,1,7,25,5,6,8,1,0,0,0,0,0,1,-1,1,0,-1,-1,0,1,31070
"11006",31,1,7,26,6,1,8,1,0,-1,0,1,-1,0,1,-1,0,1,0,0,0,31070
"11007",31,1,7,27,6,2,8,1,0,0,-1,1,-1,0,1,0,0,0,1,0,-1,31070
"11008",31,1,7,28,6,3,8,1,0,0,-1,1,0,0,0,-1,0,1,1,-1,0,31070
"11009",31,1,7,29,6,4,8,1,0,0,0,0,-1,0,1,0,-1,1,1,-1,0,31070
"11010",31,1,7,30,6,5,8,1,0,0,0,0,0,-1,1,-1,0,1,1,0,-1,31070
"11011",31,1,8,1,1,2,8,1,0,0,0,0,1,-1,0,1,0,-1,1,-1,0,31080
"11012",31,1,8,2,1,3,8,1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,31080
"11013",31,1,8,3,1,4,8,1,0,1,-1,0,1,0,-1,0,0,0,1,-1,0,31080
"11014",31,1,8,4,1,5,8,1,0,1,0,-1,0,0,0,1,-1,0,1,-1,0,31080
"11015",31,1,8,5,1,6,8,1,0,1,0,-1,1,-1,0,0,0,0,1,0,-1,31080
"11016",31,1,8,6,2,1,8,1,0,0,0,0,-1,1,0,-1,0,1,-1,1,0,31080
"11017",31,1,8,7,2,3,8,1,0,1,-1,0,0,0,0,0,-1,1,-1,1,0,31080
"11018",31,1,8,8,2,4,8,1,0,1,-1,0,0,1,-1,-1,0,1,0,0,0,31080
"11019",31,1,8,9,2,5,8,1,0,1,0,-1,-1,1,0,0,-1,1,0,0,0,31080
"11020",31,1,8,10,2,6,8,1,0,1,0,-1,0,0,0,-1,0,1,0,1,-1,31080
"11021",31,1,8,11,3,1,8,1,0,-1,1,0,-1,1,0,-1,1,0,0,0,0,31080
"11022",31,1,8,12,3,2,8,1,0,-1,1,0,0,0,0,0,1,-1,1,-1,0,31080
"11023",31,1,8,13,3,4,8,1,0,0,0,0,0,1,-1,-1,1,0,1,-1,0,31080
"11024",31,1,8,14,3,5,8,1,0,0,1,-1,-1,1,0,0,0,0,1,-1,0,31080
"11025",31,1,8,15,3,6,8,1,0,0,1,-1,0,0,0,-1,1,0,1,0,-1,31080
"11026",31,1,8,16,4,1,8,1,0,-1,1,0,-1,0,1,0,0,0,-1,1,0,31080
"11027",31,1,8,17,4,2,8,1,0,-1,1,0,0,-1,1,1,0,-1,0,0,0,31080
"11028",31,1,8,18,4,3,8,1,0,0,0,0,0,-1,1,1,-1,0,-1,1,0,31080
"11029",31,1,8,19,4,5,8,1,0,0,1,-1,-1,0,1,1,-1,0,0,0,0,31080
"11030",31,1,8,20,4,6,8,1,0,0,1,-1,0,-1,1,0,0,0,0,1,-1,31080
"11031",31,1,8,21,5,1,8,1,0,-1,0,1,0,0,0,-1,1,0,-1,1,0,31080
"11032",31,1,8,22,5,2,8,1,0,-1,0,1,1,-1,0,0,1,-1,0,0,0,31080
"11033",31,1,8,23,5,3,8,1,0,0,-1,1,1,-1,0,0,0,0,-1,1,0,31080
"11034",31,1,8,24,5,4,8,1,0,0,-1,1,1,0,-1,-1,1,0,0,0,0,31080
"11035",31,1,8,25,5,6,8,1,0,0,0,0,1,-1,0,-1,1,0,0,1,-1,31080
"11036",31,1,8,26,6,1,8,1,0,-1,0,1,-1,1,0,0,0,0,-1,0,1,31080
"11037",31,1,8,27,6,2,8,1,0,-1,0,1,0,0,0,1,0,-1,0,-1,1,31080
"11038",31,1,8,28,6,3,8,1,0,0,-1,1,0,0,0,1,-1,0,-1,0,1,31080
"11039",31,1,8,29,6,4,8,1,0,0,-1,1,0,1,-1,0,0,0,0,-1,1,31080
"11040",31,1,8,30,6,5,8,1,0,0,0,0,-1,1,0,1,-1,0,0,-1,1,31080
"11041",31,1,9,1,1,2,7,1,0,0,0,0,1,0,-1,1,-1,0,1,0,-1,31090
"11042",31,1,9,2,1,3,7,1,0,1,-1,0,0,0,0,1,0,-1,1,0,-1,31090
"11043",31,1,9,3,1,4,7,1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,31090
"11044",31,1,9,4,1,5,7,1,0,1,0,-1,0,0,0,1,-1,0,1,-1,0,31090
"11045",31,1,9,5,1,6,7,1,0,1,0,-1,1,0,-1,1,0,-1,0,0,0,31090
"11046",31,1,9,6,2,1,7,1,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,31090
"11047",31,1,9,7,2,3,7,1,0,1,-1,0,-1,0,1,0,1,-1,0,0,0,31090
"11048",31,1,9,8,2,4,7,1,0,1,-1,0,0,-1,1,0,0,0,-1,0,1,31090
"11049",31,1,9,9,2,5,7,1,0,1,0,-1,-1,0,1,0,0,0,0,-1,1,31090
"11050",31,1,9,10,2,6,7,1,0,1,0,-1,0,0,0,0,1,-1,-1,0,1,31090
"11051",31,1,9,11,3,1,7,1,0,-1,1,0,0,0,0,-1,0,1,-1,0,1,31090
"11052",31,1,9,12,3,2,7,1,0,-1,1,0,1,0,-1,0,-1,1,0,0,0,31090
"11053",31,1,9,13,3,4,7,1,0,0,0,0,1,-1,0,0,-1,1,-1,0,1,31090
"11054",31,1,9,14,3,5,7,1,0,0,1,-1,0,0,0,0,-1,1,0,-1,1,31090
"11055",31,1,9,15,3,6,7,1,0,0,1,-1,1,0,-1,0,0,0,-1,0,1,31090
"11056",31,1,9,16,4,1,7,1,0,-1,1,0,-1,1,0,-1,1,0,0,0,0,31090
"11057",31,1,9,17,4,2,7,1,0,-1,1,0,0,1,-1,0,0,0,1,0,-1,31090
"11058",31,1,9,18,4,3,7,1,0,0,0,0,-1,1,0,0,1,-1,1,0,-1,31090
"11059",31,1,9,19,4,5,7,1,0,0,1,-1,-1,1,0,0,0,0,1,-1,0,31090
"11060",31,1,9,20,4,6,7,1,0,0,1,-1,0,1,-1,0,1,-1,0,0,0,31090
"11061",31,1,9,21,5,1,7,1,0,-1,0,1,0,0,0,-1,1,0,-1,1,0,31090
"11062",31,1,9,22,5,2,7,1,0,-1,0,1,1,0,-1,0,0,0,0,1,-1,31090
"11063",31,1,9,23,5,3,7,1,0,0,-1,1,0,0,0,0,1,-1,0,1,-1,31090
"11064",31,1,9,24,5,4,7,1,0,0,-1,1,1,-1,0,0,0,0,-1,1,0,31090
"11065",31,1,9,25,5,6,7,1,0,0,0,0,1,0,-1,0,1,-1,-1,1,0,31090
"11066",31,1,9,26,6,1,7,1,0,-1,0,1,-1,0,1,-1,0,1,0,0,0,31090
"11067",31,1,9,27,6,2,7,1,0,-1,0,1,0,0,0,0,-1,1,1,0,-1,31090
"11068",31,1,9,28,6,3,7,1,0,0,-1,1,-1,0,1,0,0,0,1,0,-1,31090
"11069",31,1,9,29,6,4,7,1,0,0,-1,1,0,-1,1,0,-1,1,0,0,0,31090
"11070",31,1,9,30,6,5,7,1,0,0,0,0,-1,0,1,0,-1,1,1,-1,0,31090
"11071",31,1,10,1,1,2,8,1,0,0,0,0,1,-1,0,1,0,-1,1,-1,0,31100
"11072",31,1,10,2,1,3,8,1,0,0,0,0,1,0,-1,1,-1,0,1,0,-1,31100
"11073",31,1,10,3,1,4,8,1,0,1,-1,0,0,0,0,1,0,-1,1,0,-1,31100
"11074",31,1,10,4,1,5,8,1,0,1,0,-1,0,0,0,1,-1,0,1,-1,0,31100
"11075",31,1,10,5,1,6,8,1,0,1,0,-1,1,-1,0,0,0,0,1,0,-1,31100
"11076",31,1,10,6,2,1,8,1,0,0,0,0,-1,1,0,-1,0,1,-1,1,0,31100
"11077",31,1,10,7,2,3,8,1,0,0,0,0,0,1,-1,0,-1,1,0,1,-1,31100
"11078",31,1,10,8,2,4,8,1,0,1,-1,0,-1,1,0,0,0,0,0,1,-1,31100
"11079",31,1,10,9,2,5,8,1,0,1,0,-1,-1,1,0,0,-1,1,0,0,0,31100
"11080",31,1,10,10,2,6,8,1,0,1,0,-1,0,0,0,-1,0,1,0,1,-1,31100
"11081",31,1,10,11,3,1,8,1,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,31100
"11082",31,1,10,12,3,2,8,1,0,0,0,0,0,-1,1,0,1,-1,0,-1,1,31100
"11083",31,1,10,13,3,4,8,1,0,1,-1,0,-1,0,1,0,1,-1,0,0,0,31100
"11084",31,1,10,14,3,5,8,1,0,1,0,-1,-1,0,1,0,0,0,0,-1,1,31100
"11085",31,1,10,15,3,6,8,1,0,1,0,-1,0,-1,1,-1,1,0,0,0,0,31100
"11086",31,1,10,16,4,1,8,1,0,-1,1,0,0,0,0,-1,0,1,-1,0,1,31100
"11087",31,1,10,17,4,2,8,1,0,-1,1,0,1,-1,0,0,0,0,0,-1,1,31100
"11088",31,1,10,18,4,3,8,1,0,-1,1,0,1,0,-1,0,-1,1,0,0,0,31100
"11089",31,1,10,19,4,5,8,1,0,0,1,-1,0,0,0,0,-1,1,0,-1,1,31100
"11090",31,1,10,20,4,6,8,1,0,0,1,-1,1,-1,0,-1,0,1,0,0,0,31100
"11091",31,1,10,21,5,1,8,1,0,-1,0,1,0,0,0,-1,1,0,-1,1,0,31100
"11092",31,1,10,22,5,2,8,1,0,-1,0,1,1,-1,0,0,1,-1,0,0,0,31100
"11093",31,1,10,23,5,3,8,1,0,-1,0,1,1,0,-1,0,0,0,0,1,-1,31100
"11094",31,1,10,24,5,4,8,1,0,0,-1,1,0,0,0,0,1,-1,0,1,-1,31100
"11095",31,1,10,25,5,6,8,1,0,0,0,0,1,-1,0,-1,1,0,0,1,-1,31100
"11096",31,1,10,26,6,1,8,1,0,-1,0,1,-1,1,0,0,0,0,-1,0,1,31100
"11097",31,1,10,27,6,2,8,1,0,-1,0,1,0,0,0,1,0,-1,0,-1,1,31100
"11098",31,1,10,28,6,3,8,1,0,-1,0,1,0,1,-1,1,-1,0,0,0,0,31100
"11099",31,1,10,29,6,4,8,1,0,0,-1,1,-1,1,0,1,0,-1,0,0,0,31100
"11100",31,1,10,30,6,5,8,1,0,0,0,0,-1,1,0,1,-1,0,0,-1,1,31100
"11101",31,1,11,1,1,2,8,2,0,0,0,0,0,1,-1,0,-1,1,0,1,-1,31110
"11102",31,1,11,2,1,3,8,2,0,1,-1,0,-1,1,0,0,0,0,0,1,-1,31110
"11103",31,1,11,3,1,4,8,2,0,1,-1,0,0,1,-1,-1,0,1,0,0,0,31110
"11104",31,1,11,4,1,5,8,2,0,1,0,-1,0,0,0,-1,0,1,0,1,-1,31110
"11105",31,1,11,5,1,6,8,2,0,1,0,-1,0,1,-1,0,0,0,-1,1,0,31110
"11106",31,1,11,6,2,1,8,2,0,0,0,0,0,-1,1,0,1,-1,0,-1,1,31110
"11107",31,1,11,7,2,3,8,2,0,1,-1,0,-1,0,1,0,1,-1,0,0,0,31110
"11108",31,1,11,8,2,4,8,2,0,1,-1,0,0,0,0,-1,1,0,0,-1,1,31110
"11109",31,1,11,9,2,5,8,2,0,1,0,-1,0,-1,1,-1,1,0,0,0,0,31110
"11110",31,1,11,10,2,6,8,2,0,1,0,-1,0,0,0,0,1,-1,-1,0,1,31110
"11111",31,1,11,11,3,1,8,2,0,-1,1,0,1,-1,0,0,0,0,0,-1,1,31110
"11112",31,1,11,12,3,2,8,2,0,-1,1,0,1,0,-1,0,-1,1,0,0,0,31110
"11113",31,1,11,13,3,4,8,2,0,0,0,0,1,0,-1,-1,0,1,0,-1,1,31110
"11114",31,1,11,14,3,5,8,2,0,0,1,-1,1,-1,0,-1,0,1,0,0,0,31110
"11115",31,1,11,15,3,6,8,2,0,0,1,-1,1,0,-1,0,0,0,-1,0,1,31110
"11116",31,1,11,16,4,1,8,2,0,-1,1,0,0,-1,1,1,0,-1,0,0,0,31110
"11117",31,1,11,17,4,2,8,2,0,-1,1,0,0,0,0,1,-1,0,0,1,-1,31110
"11118",31,1,11,18,4,3,8,2,0,0,0,0,-1,0,1,1,0,-1,0,1,-1,31110
"11119",31,1,11,19,4,5,8,2,0,0,1,-1,0,-1,1,0,0,0,0,1,-1,31110
"11120",31,1,11,20,4,6,8,2,0,0,1,-1,0,0,0,1,0,-1,-1,1,0,31110
"11121",31,1,11,21,5,1,8,2,0,-1,0,1,0,0,0,1,0,-1,0,-1,1,31110
"11122",31,1,11,22,5,2,8,2,0,-1,0,1,0,1,-1,1,-1,0,0,0,0,31110
"11123",31,1,11,23,5,3,8,2,0,0,-1,1,-1,1,0,1,0,-1,0,0,0,31110
"11124",31,1,11,24,5,4,8,2,0,0,-1,1,0,1,-1,0,0,0,0,-1,1,31110
"11125",31,1,11,25,5,6,8,2,0,0,0,0,0,1,-1,1,0,-1,-1,0,1,31110
"11126",31,1,11,26,6,1,8,2,0,-1,0,1,0,-1,1,0,0,0,1,-1,0,31110
"11127",31,1,11,27,6,2,8,2,0,-1,0,1,0,0,0,0,-1,1,1,0,-1,31110
"11128",31,1,11,28,6,3,8,2,0,0,-1,1,-1,0,1,0,0,0,1,0,-1,31110
"11129",31,1,11,29,6,4,8,2,0,0,-1,1,0,0,0,-1,0,1,1,-1,0,31110
"11130",31,1,11,30,6,5,8,2,0,0,0,0,0,-1,1,-1,0,1,1,0,-1,31110
"11131",31,1,12,1,1,2,4,1,0,0,0,0,1,-1,0,1,0,-1,1,-1,0,31120
"11132",31,1,12,2,1,3,4,1,0,1,-1,0,0,0,0,1,0,-1,1,0,-1,31120
"11133",31,1,12,3,1,4,4,1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,31120
"11134",31,1,12,4,1,5,4,1,0,1,-1,0,1,0,-1,0,0,0,1,-1,0,31120
"11135",31,1,12,5,1,6,4,1,0,1,0,-1,1,0,-1,1,0,-1,0,0,0,31120
"11136",31,1,12,6,2,1,4,1,0,0,0,0,-1,1,0,-1,0,1,-1,1,0,31120
"11137",31,1,12,7,2,3,4,1,0,1,-1,0,-1,1,0,0,0,0,0,1,-1,31120
"11138",31,1,12,8,2,4,4,1,0,1,-1,0,0,0,0,0,-1,1,-1,1,0,31120
"11139",31,1,12,9,2,5,4,1,0,1,-1,0,0,1,-1,-1,0,1,0,0,0,31120
"11140",31,1,12,10,2,6,4,1,0,1,0,-1,0,1,-1,0,0,0,-1,1,0,31120
"11141",31,1,12,11,3,1,4,1,0,-1,1,0,0,0,0,-1,0,1,-1,0,1,31120
"11142",31,1,12,12,3,2,4,1,0,-1,1,0,1,-1,0,0,0,0,0,-1,1,31120
"11143",31,1,12,13,3,4,4,1,0,0,0,0,1,-1,0,0,-1,1,-1,0,1,31120
"11144",31,1,12,14,3,5,4,1,0,0,0,0,1,0,-1,-1,0,1,0,-1,1,31120
"11145",31,1,12,15,3,6,4,1,0,0,1,-1,1,0,-1,0,0,0,-1,0,1,31120
"11146",31,1,12,16,4,1,4,1,1,-1,1,0,-1,1,0,-1,1,0,0,0,0,31120
"11147",31,1,12,17,4,2,4,1,0,-1,1,0,0,0,0,0,1,-1,1,-1,0,31120
"11148",31,1,12,18,4,3,4,1,0,0,0,0,-1,1,0,0,1,-1,1,0,-1,31120
"11149",31,1,12,19,4,5,4,1,0,0,0,0,0,1,-1,-1,1,0,1,-1,0,31120
"11150",31,1,12,20,4,6,4,1,0,0,1,-1,0,1,-1,0,1,-1,0,0,0,31120
"11151",31,1,12,21,5,1,4,1,0,-1,1,0,-1,0,1,0,0,0,-1,1,0,31120
"11152",31,1,12,22,5,2,4,1,0,-1,1,0,0,-1,1,1,0,-1,0,0,0,31120
"11153",31,1,12,23,5,3,4,1,0,0,0,0,-1,0,1,1,0,-1,0,1,-1,31120
"11154",31,1,12,24,5,4,4,1,0,0,0,0,0,-1,1,1,-1,0,-1,1,0,31120
"11155",31,1,12,25,5,6,4,1,0,0,1,-1,0,0,0,1,0,-1,-1,1,0,31120
"11156",31,1,12,26,6,1,4,1,0,-1,0,1,-1,0,1,-1,0,1,0,0,0,31120
"11157",31,1,12,27,6,2,4,1,0,-1,0,1,0,-1,1,0,0,0,1,-1,0,31120
"11158",31,1,12,28,6,3,4,1,0,0,-1,1,-1,0,1,0,0,0,1,0,-1,31120
"11159",31,1,12,29,6,4,4,1,0,0,-1,1,0,-1,1,0,-1,1,0,0,0,31120
"11160",31,1,12,30,6,5,4,1,0,0,-1,1,0,0,0,-1,0,1,1,-1,0,31120
"11161",32,1,1,1,1,2,8,5,0,1,-1,0,0,-1,1,0,0,0,-1,0,1,32010
"11162",32,1,1,2,1,3,8,5,0,1,-1,0,0,0,0,-1,1,0,0,-1,1,32010
"11163",32,1,1,3,1,4,8,5,0,1,0,-1,-1,0,1,0,0,0,0,-1,1,32010
"11164",32,1,1,4,1,5,8,5,0,1,0,-1,0,-1,1,-1,1,0,0,0,0,32010
"11165",32,1,1,5,1,6,8,5,0,1,0,-1,0,0,0,0,1,-1,-1,0,1,32010
"11166",32,1,1,6,2,1,8,5,0,-1,1,0,0,1,-1,0,0,0,1,0,-1,32010
"11167",32,1,1,7,2,3,8,5,0,0,0,0,0,1,-1,-1,1,0,1,-1,0,32010
"11168",32,1,1,8,2,4,8,5,0,0,1,-1,-1,1,0,0,0,0,1,-1,0,32010
"11169",32,1,1,9,2,5,8,5,0,0,1,-1,0,0,0,-1,1,0,1,0,-1,32010
"11170",32,1,1,10,2,6,8,5,0,0,1,-1,0,1,-1,0,1,-1,0,0,0,32010
"11171",32,1,1,11,3,1,8,5,0,-1,1,0,0,0,0,1,-1,0,0,1,-1,32010
"11172",32,1,1,12,3,2,8,5,0,0,0,0,0,-1,1,1,-1,0,-1,1,0,32010
"11173",32,1,1,13,3,4,8,5,0,0,1,-1,-1,0,1,1,-1,0,0,0,0,32010
"11174",32,1,1,14,3,5,8,5,0,0,1,-1,0,-1,1,0,0,0,0,1,-1,32010
"11175",32,1,1,15,3,6,8,5,0,0,1,-1,0,0,0,1,0,-1,-1,1,0,32010
"11176",32,1,1,16,4,1,8,5,0,-1,0,1,1,0,-1,0,0,0,0,1,-1,32010
"11177",32,1,1,17,4,2,8,5,0,0,-1,1,1,-1,0,0,0,0,-1,1,0,32010
"11178",32,1,1,18,4,3,8,5,0,0,-1,1,1,0,-1,-1,1,0,0,0,0,32010
"11179",32,1,1,19,4,5,8,5,0,0,0,0,1,-1,0,-1,1,0,0,1,-1,32010
"11180",32,1,1,20,4,6,8,5,0,0,0,0,1,0,-1,0,1,-1,-1,1,0,32010
"11181",32,1,1,21,5,1,8,5,0,-1,0,1,0,1,-1,1,-1,0,0,0,0,32010
"11182",32,1,1,22,5,2,8,5,0,0,-1,1,0,0,0,1,-1,0,-1,0,1,32010
"11183",32,1,1,23,5,3,8,5,0,0,-1,1,0,1,-1,0,0,0,0,-1,1,32010
"11184",32,1,1,24,5,4,8,5,0,0,0,0,-1,1,0,1,-1,0,0,-1,1,32010
"11185",32,1,1,25,5,6,8,5,0,0,0,0,0,1,-1,1,0,-1,-1,0,1,32010
"11186",32,1,1,26,6,1,8,5,0,-1,0,1,0,0,0,0,-1,1,1,0,-1,32010
"11187",32,1,1,27,6,2,8,5,0,0,-1,1,0,-1,1,0,-1,1,0,0,0,32010
"11188",32,1,1,28,6,3,8,5,0,0,-1,1,0,0,0,-1,0,1,1,-1,0,32010
"11189",32,1,1,29,6,4,8,5,0,0,0,0,-1,0,1,0,-1,1,1,-1,0,32010
"11190",32,1,1,30,6,5,8,5,0,0,0,0,0,-1,1,-1,0,1,1,0,-1,32010
"11191",32,1,2,1,1,2,7,5,0,0,0,0,0,1,-1,0,-1,1,0,1,-1,32020
"11192",32,1,2,2,1,3,7,5,0,1,-1,0,-1,1,0,0,0,0,0,1,-1,32020
